ImageID,LabelName,Confidence,XMin,XMax,YMin,YMax,ClassName
./images_openimages/train/8ee388b0aedaf8f3.jpg,/m/01g317,1.0,0.765625,0.9875,0.530957,0.999062,BACKGROUND
./images_openimages/train/2498f263dfe805b7.jpg,/m/01g317,1.0,0.0,0.941667,0.371875,0.999375,BACKGROUND
./images_openimages/train/3dce5c1ec1ca36c9.jpg,/m/01g317,1.0,0.224224,0.50951,0.093257,0.87231,BACKGROUND
./images_openimages/train/a90f547af05ebcce.jpg,/m/01mqdt,1.0,0.27875,0.4675,0.128333,0.375,BACKGROUND
./images_openimages/train/558e00b5450fea93.jpg,/m/015p6,1.0,0.17713800000000002,0.860384,0.339375,0.90375,BACKGROUND
./images_openimages/train/08ed05629ad38419.jpg,/m/01g317,1.0,0.0,0.64,0.549333,0.998667,BACKGROUND
./images_openimages/train/7debd9c18bec8041.jpg,/m/01mqdt,1.0,0.4925,0.81,0.219512,0.673546,BACKGROUND
./images_openimages/train/6f82cc6dab7487ba.jpg,/m/01g317,1.0,0.356598,0.8702290000000001,0.147866,0.946646,BACKGROUND
./images_openimages/train/b98832a35514ac7a.jpg,/m/01x3z,1.0,0.035625,0.934375,0.0,1.0,BACKGROUND
./images_openimages/train/67a209f639fb36c8.jpg,/m/01g317,1.0,0.464167,0.605833,0.21125,0.544375,BACKGROUND
./images_openimages/train/a8b0f36cddba5067.jpg,/m/01mqdt,1.0,0.30875,0.644375,0.320833,0.779167,BACKGROUND
./images_openimages/train/6f7075d33ff615af.jpg,/m/015p6,1.0,0.27625,0.735,0.219512,0.726079,BACKGROUND
./images_openimages/train/9f8052ab1c53d284.jpg,/m/01g317,1.0,0.439375,0.68875,0.151667,0.5425,BACKGROUND
./images_openimages/train/0fcd2bc519141e48.jpg,/m/01c648,1.0,0.053125,0.6125,0.0,0.645833,BACKGROUND
./images_openimages/train/a9b4e1ed688eb32e.jpg,/m/01mqdt,1.0,0.335385,0.388462,0.7797,0.851211,BACKGROUND
./images_openimages/train/6faff2859d809885.jpg,/m/01g317,1.0,0.47125,0.548125,0.339925,0.513183,BACKGROUND
./images_openimages/train/497648718945c4e8.jpg,/m/015p6,1.0,0.42875,0.503125,0.499167,0.5966670000000001,BACKGROUND
./images_openimages/train/36b012b436a7d276.jpg,/m/01mqdt,1.0,0.7675,0.92,0.0,0.07625,BACKGROUND
./images_openimages/train/9cfab99108f278d6.jpg,/m/01c648,1.0,0.29375,0.735625,0.593776,0.997543,BACKGROUND
./images_openimages/train/4a56010c76a2c30b.jpg,/m/01x3z,1.0,0.465,0.618125,0.066981,0.295283,BACKGROUND
./images_openimages/train/7f252029f1abbc58.jpg,/m/01mqdt,1.0,0.483125,0.69,0.451667,0.541667,BACKGROUND
./images_openimages/train/7c98c92362415cbe.jpg,/m/01mqdt,1.0,0.664375,0.686875,0.703333,0.7375,BACKGROUND
./images_openimages/train/b63ce643bd1dacd9.jpg,/m/01mqdt,1.0,0.58,0.811875,0.580675,0.91182,BACKGROUND
./images_openimages/train/6b333e20f346b0c5.jpg,/m/01g317,1.0,0.3725,0.560625,0.323333,0.515833,BACKGROUND
./images_openimages/train/8e59c2cf6d4c10af.jpg,/m/01c648,1.0,0.142188,0.801562,0.086854,1.0,BACKGROUND
./images_openimages/train/0665054b37963015.jpg,/m/01x3z,1.0,0.284375,0.746875,0.145833,0.9375,BACKGROUND
./images_openimages/train/7e6e85917e4c1a1d.jpg,/m/018xm,1.0,0.219727,0.925781,0.023438,0.963542,BACKGROUND
./images_openimages/train/aec51136ab2e5c00.jpg,/m/015p6,1.0,0.234522,0.47217,0.211667,0.755,BACKGROUND
./images_openimages/train/81437ed59944a455.jpg,/m/01mqdt,1.0,0.84,0.864375,0.423729,0.497507,BACKGROUND
./images_openimages/train/621d9a7c295a2f8c.jpg,/m/0k4j,1.0,0.374023,0.6210939999999999,0.270312,0.689062,BACKGROUND
./images_openimages/train/bb9279338941c1ab.jpg,/m/01x3z,1.0,0.172068,0.229167,0.884774,0.990741,BACKGROUND
./images_openimages/train/7db8ad4bdeefc8d1.jpg,/m/01g317,1.0,0.055,0.999167,0.0,0.999375,BACKGROUND
./images_openimages/train/2dd8bd9889e45692.jpg,/m/01mqdt,1.0,0.492495,0.65666,0.7325,0.8775,BACKGROUND
./images_openimages/train/363125010916d612.jpg,/m/015p6,1.0,0.35125,0.970625,0.158153,0.748527,BACKGROUND
./images_openimages/train/095b351e59591844.jpg,/m/018xm,1.0,0.8875,0.964375,0.414634,0.489681,BACKGROUND
./images_openimages/train/c0ae0b3a58fee71a.jpg,/m/0k4j,1.0,0.110625,0.999375,0.181391,0.828947,BACKGROUND
./images_openimages/train/70e743db7cb97048.jpg,/m/01c648,1.0,0.421875,0.75,0.353383,0.7640979999999999,BACKGROUND
./images_openimages/train/14f0ac5e137e937c.jpg,/m/0k4j,1.0,0.0,0.999375,0.0,0.999062,BACKGROUND
./images_openimages/train/6bdd9f42ff27cb03.jpg,/m/01x3z,1.0,0.402778,0.717014,0.255,0.3675,BACKGROUND
./images_openimages/train/99559678c0fba0e1.jpg,/m/015p6,1.0,0.640625,0.7775,0.261738,0.505495,BACKGROUND
./images_openimages/train/ac52bd76a47d0b31.jpg,/m/018xm,1.0,0.182916,0.337976,0.055625,0.161875,BACKGROUND
./images_openimages/train/2222a979ac7c9837.jpg,/m/01g317,1.0,0.30375,0.865,0.095984,0.991185,BACKGROUND
./images_openimages/train/9e587995c1b7154e.jpg,/m/01g317,1.0,0.0,0.553125,0.004378,0.999124,BACKGROUND
./images_openimages/train/21a9959e9dcb4f97.jpg,/m/018xm,1.0,0.156015,0.294173,0.57875,0.684375,BACKGROUND
./images_openimages/train/db911cf0db14a3ef.jpg,/m/01mqdt,1.0,0.063125,0.09375,0.355,0.516667,BACKGROUND
./images_openimages/train/7e852fe427b8d89c.jpg,/m/018xm,1.0,0.973734,0.999062,0.238125,0.2775,BACKGROUND
./images_openimages/train/4566de841628df56.jpg,/m/01x3z,1.0,0.589375,0.66875,0.669167,0.925833,BACKGROUND
./images_openimages/train/d64a39556bf97e88.jpg,/m/01mqdt,1.0,0.0,0.127168,0.0,0.180625,BACKGROUND
./images_openimages/train/bc09c35c0cdff7fd.jpg,/m/01g317,1.0,0.158594,0.920313,0.072917,0.998958,BACKGROUND
./images_openimages/train/011c36b835cc0e31.jpg,/m/01x3z,1.0,0.419375,0.92875,0.06375499999999999,0.962445,BACKGROUND
./images_openimages/train/c0546dcfda874858.jpg,/m/01mqdt,1.0,0.243219,0.292043,0.723125,0.8275,BACKGROUND
./images_openimages/train/f11d6410ed48969f.jpg,/m/015p6,1.0,0.228346,0.448819,0.269814,0.384486,BACKGROUND
./images_openimages/train/7159584a349845f0.jpg,/m/018xm,1.0,0.354688,0.379687,0.8265629999999999,0.8578129999999999,BACKGROUND
./images_openimages/train/d8105388fcf9ed81.jpg,/m/01mqdt,1.0,0.235243,0.809028,0.092593,0.453704,BACKGROUND
./images_openimages/train/e7d5bfe43957b933.jpg,/m/01c648,1.0,0.168125,0.493125,0.20904,0.973635,BACKGROUND
./images_openimages/train/124c06d8f5b23f3f.jpg,/m/0k4j,1.0,0.13125,0.9,0.0,0.844167,BACKGROUND
./images_openimages/train/1f1dfd44268938c0.jpg,/m/01c648,1.0,0.399375,0.781875,0.569167,0.976667,BACKGROUND
./images_openimages/train/73e95665d691417a.jpg,/m/018xm,1.0,0.574388,0.672316,0.095,0.16,BACKGROUND
./images_openimages/train/0ba81a6e68d0c122.jpg,/m/01g317,1.0,0.445625,0.57875,0.419021,0.704331,BACKGROUND
./images_openimages/train/e3ab720008921411.jpg,/m/0k4j,1.0,0.10125,0.591875,0.606,0.893,BACKGROUND
./images_openimages/train/7efc13eb24b9937b.jpg,/m/01x3z,1.0,0.0,0.121875,0.56734,0.767677,BACKGROUND
./images_openimages/train/a9a31635b283e4a8.jpg,/m/01g317,1.0,0.042751,0.949814,0.038125,0.999375,BACKGROUND
./images_openimages/train/eff1e1bc4dbcf220.jpg,/m/01mqdt,1.0,0.9375,0.982422,0.791667,0.81901,BACKGROUND
./images_openimages/train/9c68db15191a8527.jpg,/m/015p6,1.0,0.371875,0.70875,0.300813,0.775068,BACKGROUND
./images_openimages/train/b818be4e8cff8fb4.jpg,/m/01g317,1.0,0.327059,0.411765,0.545455,0.720893,BACKGROUND
./images_openimages/train/d4f93d956ee823ac.jpg,/m/01g317,1.0,0.13583299999999998,0.813333,0.20375,0.975,BACKGROUND
./images_openimages/train/24737bbba2f37486.jpg,/m/0k4j,1.0,0.12,0.89625,0.292939,0.8835879999999999,BACKGROUND
./images_openimages/train/7ffb39fea4d4dc93.jpg,/m/01mqdt,1.0,0.375,0.496875,0.139423,0.38101,BACKGROUND
./images_openimages/train/5c98049f5aa661c3.jpg,/m/0k4j,1.0,0.0,0.999023,0.0,0.308931,BACKGROUND
./images_openimages/train/6dba7f51a8630830.jpg,/m/01mqdt,1.0,0.314375,0.75,0.2175,0.815,BACKGROUND
./images_openimages/train/feaeae91348eb679.jpg,/m/015p6,1.0,0.639375,0.761875,0.277674,0.382739,BACKGROUND
./images_openimages/train/392dcfbfc20ae63a.jpg,/m/01g317,1.0,0.001876,0.999062,0.540625,0.746875,BACKGROUND
./images_openimages/train/27a4390f7ccb8b6e.jpg,/m/015p6,1.0,0.29625,0.755,0.3525,0.763333,BACKGROUND
./images_openimages/train/21125879297b1143.jpg,/m/01x3z,1.0,0.656207,0.780355,0.694545,0.8909090000000001,BACKGROUND
./images_openimages/train/ca90076749328136.jpg,/m/01mqdt,1.0,0.401875,0.47125,0.373358,0.5037520000000001,BACKGROUND
./images_openimages/train/1b87c2524bfc3038.jpg,/m/01c648,1.0,0.173125,0.694375,0.041276,0.939963,BACKGROUND
./images_openimages/train/ebc6c2ef13d55a0e.jpg,/m/01mqdt,1.0,0.154238,0.8508600000000001,0.049278,0.918437,BACKGROUND
./images_openimages/train/dae5b9c44e7fdcb1.jpg,/m/01mqdt,1.0,0.530726,0.6992550000000001,0.205421,0.342368,BACKGROUND
./images_openimages/train/4eeddf3a192d9176.jpg,/m/015p6,1.0,0.123125,0.605625,0.320829,0.680158,BACKGROUND
./images_openimages/train/9a64bf79693a5897.jpg,/m/01mqdt,1.0,0.0825,0.44,0.17647100000000002,0.936532,BACKGROUND
./images_openimages/train/0cd1fe682c27f086.jpg,/m/01g317,1.0,0.07446799999999999,0.8457450000000001,0.105,0.965,BACKGROUND
./images_openimages/train/471561d61c94552d.jpg,/m/018xm,1.0,0.04,0.495,0.141923,0.8272639999999999,BACKGROUND
./images_openimages/train/a3ef0bfd49480820.jpg,/m/0k4j,1.0,0.481875,0.778125,0.804167,0.9925,BACKGROUND
./images_openimages/train/ce924fe52d00e437.jpg,/m/01mqdt,1.0,0.130625,0.30375,0.58349,0.77955,BACKGROUND
./images_openimages/train/ad8cc2962c01a7f8.jpg,/m/01mqdt,1.0,0.7625,0.84875,0.114815,0.237037,BACKGROUND
./images_openimages/train/5db74425b5ad0d5f.jpg,/m/01mqdt,1.0,0.36125,0.6225,0.5197,0.864916,BACKGROUND
./images_openimages/train/55860dd0881bc095.jpg,/m/018xm,1.0,0.47375,0.5575,0.584368,0.690285,BACKGROUND
./images_openimages/train/6651cc7a9804097d.jpg,/m/01mqdt,1.0,0.425,0.588125,0.205556,0.412222,BACKGROUND
./images_openimages/train/056d74d503e6956a.jpg,/m/01mqdt,1.0,0.008043000000000002,0.478552,0.58625,0.6725,BACKGROUND
./images_openimages/train/59b30ea3ae567d9f.jpg,/m/01mqdt,1.0,0.823125,0.90875,0.429373,0.674462,BACKGROUND
./images_openimages/train/9031ec84b1b78263.jpg,/m/01g317,1.0,0.201309,0.7266779999999999,0.0,0.924375,BACKGROUND
./images_openimages/train/8e35acf9cfff1ab9.jpg,/m/0k4j,1.0,0.0,0.856881,0.0,0.42464,BACKGROUND
./images_openimages/train/9306fc12db4c175d.jpg,/m/018xm,1.0,0.744287,0.8095760000000001,0.6980310000000001,0.785558,BACKGROUND
./images_openimages/train/49e8a45893ec2bc8.jpg,/m/01mqdt,1.0,0.175625,0.588125,0.0,0.54045,BACKGROUND
./images_openimages/train/016e79f7df1f8de4.jpg,/m/01mqdt,1.0,0.711875,0.82625,0.042214,0.253283,BACKGROUND
./images_openimages/train/af405ffe3e6fa546.jpg,/m/0k4j,1.0,0.04875,0.231875,0.655,0.770833,BACKGROUND
./images_openimages/train/a3d5479cb3174dd1.jpg,/m/01mqdt,1.0,0.206875,0.88625,0.13333299999999998,0.469167,BACKGROUND
./images_openimages/train/3d7885f6512ccbb0.jpg,/m/01mqdt,1.0,0.0,0.999375,0.0,0.999167,BACKGROUND
./images_openimages/train/7e852fe427b8d89c.jpg,/m/018xm,1.0,0.811445,0.85272,0.17125,0.205625,BACKGROUND
./images_openimages/train/d061b6d265c6a007.jpg,/m/01mqdt,1.0,0.222222,0.29180700000000004,0.133681,0.219618,BACKGROUND
./images_openimages/train/b5bfeaea2c3ac0c6.jpg,/m/015p6,1.0,0.256875,0.5025,0.386492,0.624765,BACKGROUND
./images_openimages/train/0b53cc3474c414af.jpg,/m/01mqdt,1.0,0.579375,0.63875,0.458333,0.5375,BACKGROUND
./images_openimages/train/b2f8b351a72f0d85.jpg,/m/015p6,1.0,0.187617,0.7091930000000001,0.2825,0.79875,BACKGROUND
./images_openimages/train/0a52ebbca76ebfbe.jpg,/m/01c648,1.0,0.6024520000000001,0.998249,0.6518689999999999,0.976636,BACKGROUND
./images_openimages/train/3a5ce727c68762d6.jpg,/m/015p6,1.0,0.25875,0.8225,0.269435,0.693463,BACKGROUND
./images_openimages/train/0d7126e2b15df73c.jpg,/m/0k4j,1.0,0.0,0.919375,0.042214,0.999062,BACKGROUND
./images_openimages/train/64ec34d5ed46c750.jpg,/m/01mqdt,1.0,0.46625,0.56,0.3485,0.42788,BACKGROUND
./images_openimages/train/061a0e11176f2a25.jpg,/m/01c648,1.0,0.446875,0.65625,0.564583,0.85,BACKGROUND
./images_openimages/train/49f187556757c137.jpg,/m/01x3z,1.0,0.46375,0.49875,0.311667,0.371667,BACKGROUND
./images_openimages/train/872f912ddb3a32f0.jpg,/m/015p6,1.0,0.311875,0.395,0.479167,0.7,BACKGROUND
./images_openimages/train/21db3eafed76f8e0.jpg,/m/01x3z,1.0,0.398438,0.624023,0.209064,0.513158,BACKGROUND
./images_openimages/train/f41580614be25cb3.jpg,/m/01g317,1.0,0.193788,0.627954,0.138125,0.830625,BACKGROUND
