,ImageID,LabelName,Confidence,XMin,XMax,YMin,YMax,ClassName
0,./all_images/IMG_8184.JPG,takadamaLab_carryber,1.0,0.224454365,0.404265873,0.195767196,0.602513228,trafficcone
1,./all_images/IMG_8184.JPG,takadamaLab_carryber,1.0,0.384176587,0.436011905,0.706018519,0.797949735,can
2,./all_images/IMG_8184.JPG,takadamaLab_carryber,1.0,0.481894841,0.5121527779999999,0.663690476,0.7443783070000001,can
3,./all_images/IMG_8338.JPG,takadamaLab_carryber,1.0,0.9079861109999999,0.994295635,0.7787698409999999,0.9937169309999999,trafficcone
4,./all_images/IMG_8337.JPG,takadamaLab_carryber,1.0,0.231646825,0.43030754,0.189814815,0.642526455,trafficcone
5,./all_images/IMG_8336.JPG,takadamaLab_carryber,1.0,0.20709325399999998,0.386904762,0.195767196,0.608134921,trafficcone
6,./all_images/IMG_8335.JPG,takadamaLab_carryber,1.0,0.39856150799999995,0.620039683,0.05952381,0.525793651,trafficcone
7,./all_images/IMG_8334.JPG,takadamaLab_carryber,1.0,0.159722222,0.407242063,0.017195767,0.42956349200000005,trafficcone
8,./all_images/IMG_8333.JPG,takadamaLab_carryber,1.0,0.34672619,0.5121527779999999,0.16699735400000001,0.535383598,trafficcone
9,./all_images/IMG_8332.JPG,takadamaLab_carryber,1.0,0.355406746,0.47619047600000003,0.14980158699999999,0.41468254,trafficcone
10,./all_images/IMG_8332.JPG,takadamaLab_carryber,1.0,0.11359127,0.16815476199999999,0.575396825,0.652116402,can
11,./all_images/IMG_8331.JPG,takadamaLab_carryber,1.0,0.412946429,0.5252976189999999,0.14980158699999999,0.341600529,can
12,./all_images/IMG_8330.JPG,takadamaLab_carryber,1.0,0.39285714299999996,0.496527778,0.42989418,0.648478836,can
13,./all_images/IMG_8329.JPG,takadamaLab_carryber,1.0,0.067708333,0.145337302,0.7136243390000001,0.8019179890000001,can
14,./all_images/IMG_8329.JPG,takadamaLab_carryber,1.0,0.759672619,0.794146825,0.471891534,0.531415344,can
15,./all_images/IMG_8329.JPG,takadamaLab_carryber,1.0,0.522321429,0.697916667,0.141865079,0.525462963,trafficcone
16,./all_images/IMG_8218.JPG,takadamaLab_carryber,1.0,0.67485119,0.7437996029999999,0.253306878,0.364417989,can
17,./all_images/IMG_8218.JPG,takadamaLab_carryber,1.0,0.001488095,0.038938492000000005,0.287698413,0.402777778,can
18,./all_images/IMG_8217.JPG,takadamaLab_carryber,1.0,0.16269841300000001,0.210069444,0.22056878300000002,0.29728836,can
19,./all_images/IMG_8217.JPG,takadamaLab_carryber,1.0,0.715029762,0.772569444,0.258928571,0.37797619,can
20,./all_images/IMG_8216.JPG,takadamaLab_carryber,1.0,0.15401785699999998,0.185763889,0.22255291,0.280092593,can
21,./all_images/IMG_8216.JPG,takadamaLab_carryber,1.0,0.328125,0.368303571,0.44113756600000004,0.515873016,can
22,./all_images/IMG_8214.JPG,takadamaLab_carryber,1.0,0.090525794,0.18700396800000002,0.24735449699999998,0.419973545,can
23,./all_images/IMG_8214.JPG,takadamaLab_carryber,1.0,0.464781746,0.978422619,0.009589947,0.36078042299999996,trafficcone
24,./all_images/IMG_8213.JPG,takadamaLab_carryber,1.0,0.26016865100000003,0.303323413,0.24933862399999998,0.33366402100000003,can
25,./all_images/IMG_8213.JPG,takadamaLab_carryber,1.0,0.462301587,0.728422619,0.0036375659999999996,0.329695767,trafficcone
26,./all_images/IMG_8212.JPG,takadamaLab_carryber,1.0,0.21924603199999998,0.25942460300000003,0.293981481,0.363095238,can
27,./all_images/IMG_8212.JPG,takadamaLab_carryber,1.0,0.373511905,0.5461309520000001,0.005291005,0.37003968299999995,trafficcone
28,./all_images/IMG_8211.JPG,takadamaLab_carryber,1.0,0.27182539699999997,0.303571429,0.29728836,0.352843915,can
29,./all_images/IMG_8211.JPG,takadamaLab_carryber,1.0,0.38566468299999995,0.5252976189999999,0.045965608,0.337632275,trafficcone
30,./all_images/IMG_8210.JPG,takadamaLab_carryber,1.0,0.35391865100000003,0.381200397,0.28207672,0.333994709,can
31,./all_images/IMG_8210.JPG,takadamaLab_carryber,1.0,0.44171627,0.561259921,0.08234127,0.318452381,trafficcone
32,./all_images/IMG_8209.JPG,takadamaLab_carryber,1.0,0.407242063,0.425843254,0.176587302,0.21494709,can
33,./all_images/IMG_8209.JPG,takadamaLab_carryber,1.0,0.47619047600000003,0.588541667,0.00760582,0.21858465600000002,trafficcone
34,./all_images/IMG_8208.JPG,takadamaLab_carryber,1.0,0.45758928600000004,0.48214285700000004,0.260912698,0.306878307,can
35,./all_images/IMG_8208.JPG,takadamaLab_carryber,1.0,0.529513889,0.6374007939999999,0.113095238,0.306878307,trafficcone
36,./all_images/IMG_8207.JPG,takadamaLab_carryber,1.0,0.368303571,0.39856150799999995,0.414351852,0.448743386,can
37,./all_images/IMG_8207.JPG,takadamaLab_carryber,1.0,0.436011905,0.519345238,0.274470899,0.435515873,trafficcone
38,./all_images/IMG_8206.JPG,takadamaLab_carryber,1.0,0.47346230200000006,0.493551587,0.310846561,0.337632275,can
39,./all_images/IMG_8206.JPG,takadamaLab_carryber,1.0,0.5280257939999999,0.614335317,0.180224868,0.337632275,trafficcone
40,./all_images/IMG_8205.JPG,takadamaLab_carryber,1.0,0.5094246029999999,0.591517857,0.287698413,0.4375,trafficcone
41,./all_images/IMG_8205.JPG,takadamaLab_carryber,1.0,0.45758928600000004,0.48214285700000004,0.401124339,0.441468254,can
42,./all_images/IMG_8204.JPG,takadamaLab_carryber,1.0,0.195684524,0.26909722199999997,0.397156085,0.537367725,can
43,./all_images/IMG_8204.JPG,takadamaLab_carryber,1.0,0.39285714299999996,0.64905754,0.009589947,0.491071429,trafficcone
44,./all_images/IMG_8203.JPG,takadamaLab_carryber,1.0,0.221478175,0.291914683,0.332010582,0.44510582,can
45,./all_images/IMG_8203.JPG,takadamaLab_carryber,1.0,0.49776785700000004,0.88764881,0.011574073999999998,0.39914021200000005,trafficcone
46,./all_images/IMG_8202.JPG,takadamaLab_carryber,1.0,0.001488095,0.067708333,0.341600529,0.49702381,can
47,./all_images/IMG_8202.JPG,takadamaLab_carryber,1.0,0.300843254,0.726686508,0.011574073999999998,0.6061507939999999,trafficcone
48,./all_images/IMG_8201.JPG,takadamaLab_carryber,1.0,0.447420635,0.493551587,0.284060847,0.381944444,can
49,./all_images/IMG_8201.JPG,takadamaLab_carryber,1.0,0.44469246,0.778521825,0.003968254,0.656084656,trafficcone
50,./all_images/IMG_8200.JPG,takadamaLab_carryber,1.0,0.775545635,0.812996032,0.433531746,0.517857143,can
51,./all_images/IMG_8200.JPG,takadamaLab_carryber,1.0,0.845982143,0.99702381,0.245701058,0.755952381,trafficcone
52,./all_images/IMG_8199.JPG,takadamaLab_carryber,1.0,0.15401785699999998,0.185763889,0.42989418,0.49702381,can
53,./all_images/IMG_8199.JPG,takadamaLab_carryber,1.0,0.110863095,0.34672619,0.23412698399999998,0.721560847,trafficcone
